RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"37","장구의 신 박서진 Show [대구]","대중음악","20241214","20241215","대구광역시","엑스코(exco)","대구광역시 북구 엑스코로 10 (산격동) 대구전시컨벤션센터","35.9078210","128.6127760"
"38","케시 내한공연, keshi: REQUIEM TOUR [서울]","대중음악","20250301","20250301","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"39","Apink 7th Concert: PINK CHRISTMAS","대중음악","20241221","20241222","서울특별시","KBS스포츠월드","서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드","37.5567802","126.8476094"
"40","어게인 투란도트: 12월의 투란도트","서양음악(클래식)","20241222","20241230","서울특별시","코엑스","서울특별시 강남구 영동대로 513 (삼성동)","37.5116833","127.0591080"
"41","포레스텔라: THE ILLUSIONIST [서울 (앵콜) ]","대중음악","20241228","20241229","서울특별시","경희대학교","서울특별시 동대문구 경희대로 26","37.5939491","127.0548910"
"42","시카고 [부산]","뮤지컬","20241214","20241222","부산광역시","부산시민회관","부산광역시 동구 자성로133번길 16 (범일동)","35.1387810","129.0652550"
"43","장민호 전국투어 콘서트, 호시절 (好時節) : 시간여행","대중음악","20241227","20241229","서울특별시","세종대학교 대양홀","서울 광진구 능동로 209 세종대학교","37.5485890","127.0744970"
"44","킹키부츠 [세종]","뮤지컬","20250104","20250105","세종특별자치시","세종예술의전당 대공연장","세종 국립박물관로 21 세종예술의전당","36.8658200","127.2670590"
"45","Theatre 이문세 [창원]","대중음악","20250117","20250118","경상남도","성산아트홀","경상남도 창원시 의창구 중앙대로 181 (용호동)","35.2293640","128.6831343"
"46","소수빈 연말 콘서트","대중음악","20241227","20241229","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"47","이프덴 [대학로]","뮤지컬","20241203","20250302","서울특별시","홍익대 대학로 아트센터","서울특별시 종로구 대학로 57","37.5769696","127.0020331"
"48","국립극장, 마당놀이 모듬전","연극","20241129","20250130","서울특별시","국립극장","서울특별시 중구 장충단로 59 (장충동2가)","37.5523153","126.9996360"
"49","YESUNG CONCERT: It's Complicated [서울]","대중음악","20250118","20250119","서울특별시","예스24 라이브홀","서울 광진구 구천면로 20","37.5457268","127.1079679"
"50","빨래 [대학로]","뮤지컬","20240607","20250302","서울특별시","유니플렉스","서울특별시 종로구 대학로12길 64","37.5811328","127.0036997"
